id_student,kuz_assess_count,kuz_weight_mean,kuz_weight_sum,kuz_modules_nunique,kuz_score_mean,kuz_score_std,kuz_score_min,kuz_score_max,kuz_type_cma,kuz_type_exam,kuz_type_tma,final_result,kuz_duration_days,kuz_score_cv,kuz_score_range,kuz_workload_per_module,kuz_assess_per_day
65002,2,9.5,19.0,1,86.5,13.5,73.0,100.0,0,0,4,Withdrawn,0,0.15606936235757962,27.0,9.5,2.0
70464,9,0.0,0.0,1,88.0,17.632041540584257,53.0,100.0,0,0,5,Pass,0,0.20036410613886535,47.0,0.0,9.0
71361,5,20.0,100.0,1,86.2,1.9390719429665315,83.0,88.0,0,0,5,Pass,0,0.022495033880179788,5.0,50.0,5.0
74372,12,8.333333333333334,100.0,1,89.25,9.047329256010668,68.0,99.0,0,0,4,Fail,0,0.10137063478588274,31.0,50.0,12.0
75091,1,12.5,12.5,1,88.0,0.0,88.0,88.0,0,0,5,Pass,0,0.0,0.0,6.25,1.0
77367,5,20.0,100.0,1,51.4,25.546819762937226,1.0,72.0,0,0,5,Pass,0,0.497019830076214,71.0,50.0,5.0
91265,3,10.0,30.0,1,74.33333333333333,18.153665072253467,61.0,100.0,0,0,5,Pass,0,0.24421970620673222,39.0,15.0,3.0
94961,9,22.22222222222222,200.0,1,93.33333333333331,4.737556801183964,84.0,100.0,0,0,6,Withdrawn,0,0.050759536611690304,16.0,100.0,9.0
98094,12,8.333333333333334,100.0,1,52.0,14.882876066137218,16.0,69.0,0,0,5,Pass,0,0.28620914961400135,53.0,50.0,12.0
100893,8,13.75,110.0,1,50.625,19.962073414352528,6.0,80.0,0,0,5,Pass,0,0.3943125534822711,74.0,55.0,8.0
101781,12,8.333333333333334,100.0,1,82.08333333333333,11.28020636139054,63.0,98.0,0,0,5,Pass,0,0.1374238321701528,35.0,50.0,12.0
102806,11,9.090909090909092,100.0,1,76.0909090909091,19.532976989763867,48.0,100.0,0,0,5,Pass,0,0.2567057874117549,52.0,50.0,11.0
102952,3,24.0,72.0,1,60.0,3.559026084010437,57.0,65.0,0,0,5,Pass,0,0.059317100411555614,8.0,36.0,3.0
104476,12,7.333333333333333,88.0,1,69.16666666666667,14.93783414317112,55.0,100.0,0,0,5,Pass,0,0.2159686832848545,45.0,44.0,12.0
106247,4,15.0,60.0,1,75.25,9.65336728815391,63.0,90.0,0,0,3,Withdrawn,0,0.12828394896837159,27.0,30.0,4.0
106577,7,28.571428571428573,200.0,1,49.42857142857143,13.361534801245623,24.0,69.0,0,0,5,Pass,0,0.27032006276438997,45.0,100.0,7.0
110175,5,20.0,100.0,1,77.6,3.929376540877701,71.0,82.0,0,0,5,Pass,0,0.05063629497733771,11.0,50.0,5.0
111717,5,20.0,100.0,1,66.4,3.878143885933064,60.0,70.0,0,0,3,Pass,0,0.05840578053504945,10.0,50.0,5.0
113295,2,4.5,9.0,1,31.5,1.5,30.0,33.0,0,0,5,Pass,0,0.04761904610733187,3.0,4.5,2.0
114017,5,25.0,125.0,1,53.6,22.132329294495868,21.0,89.0,0,0,5,Pass,0,0.4129165836115538,68.0,62.5,5.0
114999,2,12.5,25.0,1,70.0,10.0,60.0,80.0,0,0,5,Pass,0,0.14285714081632656,20.0,12.5,2.0
116541,12,8.333333333333334,100.0,1,71.33333333333333,15.696779570628136,47.0,92.0,0,0,5,Pass,0,0.22004830865298824,45.0,50.0,12.0
116692,2,5.5,11.0,1,59.5,7.5,52.0,67.0,0,0,5,Pass,0,0.12605041804957282,15.0,5.5,2.0
118983,9,9.0,81.0,1,73.22222222222223,15.984560451870616,55.0,100.0,0,0,5,Pass,0,0.2183020365737742,45.0,40.5,9.0
123044,12,8.333333333333334,100.0,1,92.08333333333331,3.707162736589202,86.0,97.0,0,0,5,Pass,0,0.04025878041263807,11.0,50.0,12.0
127582,9,23.444444444444443,211.0,2,59.22222222222222,30.010286302376677,0.0,93.0,0,0,5,Pass,0,0.506740285479789,93.0,70.33333333333333,9.0
129955,8,23.875,191.0,1,75.25,18.63296809421408,54.0,100.0,0,0,6,Withdrawn,0,0.2476141906524902,46.0,95.5,8.0
132976,13,23.07692307692308,300.0,2,83.76923076923077,8.450342242990436,67.0,94.0,0,0,5,Pass,0,0.10087644430439108,27.0,100.0,13.0
134143,9,22.22222222222222,200.0,1,89.33333333333333,4.760952285695234,83.0,97.0,0,0,5,Distinction,0,0.053294241407473804,14.0,100.0,9.0
135400,6,12.5,75.0,1,77.5,15.392097539538485,60.0,95.0,0,0,7,Withdrawn,0,0.19860770762491325,35.0,37.5,6.0
137873,13,23.07692307692308,300.0,2,80.61538461538461,11.23551006365677,60.0,100.0,0,0,5,Pass,0,0.1393717834119321,40.0,100.0,13.0
141355,9,0.0,0.0,1,71.88888888888889,29.621480360802902,0.0,100.0,0,0,5,Pass,0,0.41204531613418593,100.0,0.0,9.0
141377,10,8.2,82.0,1,88.0,12.157302332343306,72.0,100.0,0,0,6,Withdrawn,0,0.13815116129763802,28.0,41.0,10.0
142326,9,22.22222222222222,200.0,1,93.55555555555556,6.038968107422752,79.0,100.0,0,0,5,Pass,0,0.06454953965066379,21.0,100.0,9.0
144801,4,6.25,25.0,1,87.25,3.2691742076555053,83.0,92.0,0,0,5,Pass,0,0.03746904493050385,9.0,12.5,4.0
145130,1,10.0,10.0,1,35.0,0.0,35.0,35.0,0,0,5,Pass,0,0.0,0.0,5.0,1.0
146188,9,22.22222222222222,200.0,1,99.33333333333331,1.247219128924647,96.0,100.0,0,0,5,Fail,0,0.012555897144651848,4.0,100.0,9.0
147756,5,8.6,43.0,1,90.0,8.221921916437786,82.0,100.0,0,0,9,Fail,0,0.09135468694536777,18.0,21.5,5.0
147793,9,0.0,0.0,1,89.22222222222223,12.199979761165162,72.0,100.0,0,0,1,Withdrawn,0,0.13673700699857208,28.0,0.0,9.0
148993,9,22.22222222222222,200.0,1,96.88888888888889,3.7548322774923952,89.0,100.0,0,0,8,Withdrawn,0,0.03875400246404305,11.0,100.0,9.0
151358,7,28.571428571428573,200.0,1,50.142857142857146,21.22955198658277,22.0,92.0,0,0,5,Pass,0,0.42338137020629574,70.0,100.0,7.0
155550,4,0.0,0.0,1,90.5,9.526279441628828,80.0,100.0,0,0,5,Pass,0,0.10526275509796766,20.0,0.0,4.0
155854,2,11.25,22.5,1,56.0,11.0,45.0,67.0,0,0,5,Pass,0,0.19642856792091845,22.0,11.25,2.0
155984,12,8.333333333333334,100.0,1,66.08333333333333,15.435124086172925,38.0,81.0,0,0,7,Withdrawn,0,0.23357060054379308,43.0,50.0,12.0
157568,5,20.0,100.0,1,54.8,5.635601121442148,47.0,64.0,0,0,5,Pass,0,0.10283943464603493,17.0,50.0,5.0
159954,5,20.0,100.0,1,76.0,6.164414002968978,71.0,88.0,0,0,5,Withdrawn,0,0.0811107094981351,17.0,50.0,5.0
164259,11,9.090909090909092,100.0,1,79.27272727272727,24.65061647427876,15.0,100.0,0,0,5,Pass,0,0.31095960756480584,85.0,50.0,11.0
167906,11,9.090909090909092,100.0,1,78.0,15.087622862345269,60.0,100.0,0,0,5,Pass,0,0.19343105985787448,40.0,50.0,11.0
168936,5,15.0,75.0,1,89.6,2.332380757938121,88.0,94.0,0,0,5,Pass,0,0.026031034954320156,6.0,37.5,5.0
172112,8,0.0,0.0,1,80.625,20.832291640623698,55.0,100.0,0,0,5,Pass,0,0.2583850093921078,45.0,0.0,8.0
172797,2,5.0,10.0,1,31.0,30.0,1.0,61.0,0,0,5,Pass,0,0.9677419042663902,60.0,5.0,2.0
174782,5,20.0,100.0,1,54.4,18.347751905887545,30.0,75.0,0,0,5,Pass,0,0.33727484501126287,45.0,50.0,5.0
175392,5,20.0,100.0,1,45.0,22.117866081518805,1.0,59.0,0,0,5,Pass,0,0.4915081242224596,58.0,50.0,5.0
175932,3,13.333333333333334,40.0,1,59.0,4.320493798938574,55.0,65.0,0,0,5,Pass,0,0.07322870721542148,10.0,20.0,3.0
175991,1,12.5,12.5,1,84.0,0.0,84.0,84.0,0,0,5,Fail,0,0.0,0.0,6.25,1.0
180753,4,10.5,42.0,1,78.66666666666667,17.15290710702481,58.0,100.0,0,0,5,Pass,0,0.21804542655482265,42.0,21.0,4.0
181316,7,12.857142857142858,90.0,1,76.14285714285714,12.028876820011936,63.0,94.0,0,0,1,Withdrawn,0,0.15797774227812264,31.0,45.0,7.0
183096,7,28.571428571428573,200.0,1,63.71428571428572,12.463825206392707,44.0,83.0,0,0,5,Pass,0,0.1956205719179483,39.0,100.0,7.0
183947,4,8.75,35.0,1,54.5,4.5,50.0,59.0,0,0,5,Pass,0,0.08256880582442558,9.0,17.5,4.0
184271,12,8.333333333333334,100.0,1,91.5,5.377421934967225,83.0,100.0,0,0,5,Pass,0,0.058769637991230465,17.0,50.0,12.0
185439,6,30.0,180.0,1,81.33333333333333,7.156970184527966,67.0,88.0,0,0,1,Fail,0,0.08799553397375941,21.0,90.0,6.0
186149,3,6.0,18.0,1,73.33333333333333,12.684198393626962,56.0,86.0,0,0,5,Pass,0,0.17296633937264488,30.0,9.0,3.0
187100,7,12.857142857142858,90.0,1,84.42857142857143,2.2587697572631287,83.0,88.0,0,0,5,Distinction,0,0.02675361778945275,5.0,45.0,7.0
188278,9,9.0,81.0,1,88.0,11.32352516764202,72.0,100.0,0,0,6,Withdrawn,0,0.12867642089733636,28.0,40.5,9.0
189879,2,12.5,25.0,1,74.0,2.0,72.0,76.0,0,0,5,Pass,0,0.02702702666179694,4.0,12.5,2.0
192183,10,8.2,82.0,1,90.6,11.508257904652634,73.0,100.0,0,0,5,Pass,0,0.1270227127773722,27.0,41.0,10.0
200860,1,1.0,1.0,1,80.0,0.0,80.0,80.0,0,0,5,Pass,0,0.0,0.0,0.5,1.0
202635,3,16.666666666666668,50.0,1,49.0,11.04536101718726,35.0,62.0,0,0,3,Withdrawn,0,0.22541552636268844,27.0,25.0,3.0
205350,2,5.0,10.0,1,34.5,33.5,1.0,68.0,0,0,5,Pass,0,0.9710144646082765,67.0,5.0,2.0
205719,3,8.333333333333334,25.0,1,75.66666666666667,2.8674417556808742,72.0,79.0,0,0,3,Fail,0,0.03789570552138989,7.0,12.5,3.0
227499,3,8.0,24.0,1,67.33333333333333,12.119772641798562,51.0,80.0,0,0,5,Distinction,0,0.17999662071983083,29.0,12.0,3.0
227517,11,9.090909090909092,100.0,1,73.9090909090909,16.533462187358897,40.0,100.0,0,0,5,Fail,0,0.22369997736807887,60.0,50.0,11.0
228082,2,0.0,0.0,1,75.0,5.0,70.0,80.0,0,0,5,Pass,0,0.06666666577777779,10.0,0.0,2.0
228222,4,25.0,100.0,1,79.75,14.376630342329875,56.0,93.0,0,0,5,Pass,0,0.18027122460261633,37.0,50.0,4.0
229179,9,16.444444444444443,148.0,2,75.22222222222223,13.838575535058013,43.0,89.0,0,0,5,Pass,0,0.18396924395834405,46.0,49.333333333333336,9.0
229361,1,10.0,10.0,1,66.0,0.0,66.0,66.0,0,0,5,Pass,0,0.0,0.0,5.0,1.0
231554,9,25.0,225.0,2,87.0,7.512951779723101,76.0,99.0,0,0,4,Pass,0,0.08635576659042914,23.0,75.0,9.0
235507,12,8.333333333333334,100.0,1,87.58333333333333,8.159435574161297,76.0,99.0,0,0,6,Withdrawn,0,0.09316196552996382,23.0,50.0,12.0
236284,1,12.5,12.5,1,54.0,0.0,54.0,54.0,0,0,5,Pass,0,0.0,0.0,6.25,1.0
238007,1,12.5,12.5,1,82.0,0.0,82.0,82.0,0,0,5,Pass,0,0.0,0.0,6.25,1.0
240712,1,5.0,5.0,1,71.0,0.0,71.0,71.0,0,0,5,Pass,0,0.0,0.0,2.5,1.0
240884,10,5.0,50.0,1,83.0,4.472135954999579,73.0,89.0,0,0,5,Pass,0,0.053881155435161726,16.0,25.0,10.0
241649,11,6.818181818181818,75.0,1,67.45454545454545,8.521242294873083,54.0,84.0,0,0,5,Pass,0,0.1263256925256352,30.0,37.5,11.0
241729,5,5.0,25.0,1,70.6,7.031358332498778,64.0,84.0,0,0,5,Fail,0,0.09959430924793866,20.0,12.5,5.0
242793,11,6.818181818181818,75.0,1,84.18181818181819,5.54023599461549,74.0,93.0,0,0,5,Pass,0,0.06581273781515148,19.0,37.5,11.0
246834,10,9.9,99.0,1,81.9,15.319595294915596,62.0,100.0,0,0,5,Pass,0,0.1870524433194524,38.0,49.5,10.0
248270,5,25.0,125.0,1,98.0,2.5298221281347035,94.0,100.0,0,0,5,Pass,0,0.02581451124816523,6.0,62.5,5.0
255548,5,20.0,100.0,1,68.0,9.818350166906862,50.0,79.0,0,0,5,Pass,0,0.1443875003311671,29.0,50.0,5.0
256815,7,8.857142857142858,62.0,1,77.71428571428571,10.538558938004568,64.0,100.0,0,0,5,Pass,0,0.13560645517791692,36.0,31.0,7.0
258392,4,16.25,65.0,1,38.75,21.90176933491904,1.0,54.0,0,0,5,Pass,0,0.5652069359925705,53.0,32.5,4.0
258894,1,5.0,5.0,1,77.0,0.0,77.0,77.0,0,0,5,Pass,0,0.0,0.0,2.5,1.0
260355,5,20.0,100.0,1,77.4,11.48216007552586,69.0,100.0,0,0,3,Withdrawn,0,0.14834831947257804,31.0,50.0,5.0
262011,1,10.0,10.0,1,70.0,0.0,70.0,70.0,0,0,5,Pass,0,0.0,0.0,5.0,1.0
262934,1,10.0,10.0,1,84.0,0.0,84.0,84.0,0,0,5,Pass,0,0.0,0.0,5.0,1.0
268073,11,9.090909090909092,100.0,1,83.0909090909091,12.093984571261757,60.0,100.0,0,0,5,Fail,0,0.14555123488273056,40.0,50.0,11.0
268733,4,15.0,60.0,1,64.5,31.060424980994704,11.0,85.0,0,0,2,Withdrawn,0,0.4815569689835308,74.0,30.0,4.0
271251,11,6.818181818181818,75.0,1,78.45454545454545,9.538092398984729,65.0,90.0,0,0,5,Pass,0,0.12157475672249096,25.0,37.5,11.0
277880,7,28.571428571428573,200.0,1,93.71428571428572,4.890640791035339,85.0,100.0,0,0,6,Withdrawn,0,0.0521867152011286,15.0,100.0,7.0
279572,9,23.27777777777778,209.5,1,71.55555555555556,8.958064164776166,53.0,86.0,0,0,5,Distinction,0,0.12519033595694484,33.0,104.75,9.0
281022,7,28.571428571428573,200.0,1,71.14285714285714,18.596686121292624,49.0,97.0,0,0,5,Pass,0,0.2613991988338433,48.0,100.0,7.0
281250,7,26.285714285714285,184.0,1,68.28571428571429,17.14404757771451,37.0,90.0,0,0,5,Fail,0,0.25106345457438783,53.0,92.0,7.0
282821,1,12.5,12.5,1,86.0,0.0,86.0,86.0,0,0,5,Pass,0,0.0,0.0,6.25,1.0
286488,12,8.333333333333334,100.0,1,90.58333333333331,5.251322584729384,76.0,97.0,0,0,5,Pass,0,0.05797228180412626,21.0,50.0,12.0
287548,11,7.181818181818182,79.0,1,82.81818181818181,12.669348708367565,56.0,97.0,0,0,5,Pass,0,0.1529778640058032,41.0,39.5,11.0
290201,9,0.0,0.0,1,80.0,21.90383020792888,40.0,100.0,0,0,5,Pass,0,0.2737978741766376,60.0,0.0,9.0
290757,5,20.0,100.0,1,61.6,26.911707489492372,25.0,100.0,0,0,5,Pass,0,0.43687836124373397,75.0,50.0,5.0
291334,12,8.333333333333334,100.0,1,71.0,7.799572637865059,57.0,84.0,0,0,5,Distinction,0,0.10985313419735106,27.0,50.0,12.0
294570,12,8.333333333333334,100.0,1,80.25,6.59703216100493,67.0,89.0,0,0,5,Pass,0,0.08220600721244764,22.0,50.0,12.0
294594,13,23.07692307692308,300.0,2,72.38461538461539,12.054609469719688,50.0,86.0,0,0,5,Pass,0,0.16653551640955816,36.0,100.0,13.0
295741,12,8.333333333333334,100.0,1,78.66666666666667,8.076027626390477,67.0,94.0,7,0,10,Fail,0,0.10266136682706496,27.0,50.0,12.0
296332,21,14.285714285714286,300.0,2,94.57142857142856,3.2156081935493583,89.0,100.0,0,0,5,Distinction,0,0.0340018989680245,11.0,100.0,21.0
298696,1,10.0,10.0,1,39.0,0.0,39.0,39.0,0,0,5,Pass,0,0.0,0.0,5.0,1.0
300398,12,8.333333333333334,100.0,1,76.0,7.713624310270758,59.0,90.0,0,0,5,Pass,0,0.10149505537862767,31.0,50.0,12.0
302302,9,6.666666666666667,60.0,1,71.44444444444444,12.455352362303358,45.0,89.0,0,0,3,Fail,0,0.17433618925615013,44.0,30.0,9.0
305152,12,8.333333333333334,100.0,1,86.58333333333333,8.769818824937156,74.0,100.0,0,0,1,Fail,0,0.1012876079728533,26.0,50.0,12.0
305386,4,25.0,100.0,1,92.75,4.763139720814412,85.0,98.0,0,0,5,Pass,0,0.051354605600644816,13.0,50.0,4.0
306107,11,6.818181818181818,75.0,1,83.63636363636364,24.71022139363211,7.0,98.0,0,0,5,Pass,0,0.2954482957391543,91.0,37.5,11.0
306466,12,8.333333333333334,100.0,1,63.333333333333336,9.902300518341963,40.0,75.0,0,0,5,Pass,0,0.15635211097878715,35.0,50.0,12.0
306897,5,20.0,100.0,1,68.0,4.427188724235731,62.0,75.0,0,0,5,Pass,0,0.06510571557544141,13.0,50.0,5.0
307061,5,20.0,100.0,1,72.4,0.4898979485566347,72.0,73.0,0,0,5,Pass,0,0.006766546157321664,1.0,50.0,5.0
307866,16,13.4375,215.0,2,51.5625,15.897990242480338,0.0,69.0,0,0,4,Pass,0,0.3083246532684739,69.0,71.66666666666667,16.0
311917,3,8.333333333333334,25.0,1,65.0,0.0,65.0,65.0,0,0,5,Pass,0,0.0,0.0,12.5,3.0
312537,12,8.333333333333334,100.0,1,84.75,4.985395337048675,76.0,94.0,0,0,5,Distinction,0,0.058824723046890286,18.0,50.0,12.0
312782,9,22.22222222222222,200.0,1,93.55555555555556,3.4676636742949407,88.0,98.0,0,0,5,Pass,0,0.037065288283927404,10.0,100.0,9.0
318933,7,11.142857142857142,78.0,1,83.71428571428571,22.384396898058164,35.0,100.0,0,0,5,Pass,0,0.2673904034380108,65.0,39.0,7.0
319047,6,30.0,180.0,1,58.5,21.13251838596937,24.0,80.0,0,0,5,Pass,0,0.36123962435435464,56.0,90.0,6.0
321942,1,5.0,5.0,1,55.0,0.0,55.0,55.0,0,0,5,Pass,0,0.0,0.0,2.5,1.0
324002,5,20.0,100.0,1,64.8,5.635601121442148,56.0,73.0,0,0,5,Pass,0,0.08696915176655859,17.0,50.0,5.0
324084,4,25.0,100.0,1,70.5,13.162446581088185,58.0,91.0,0,0,5,Pass,0,0.18670136729626693,33.0,50.0,4.0
324282,4,15.0,60.0,1,49.25,22.364872009470567,29.0,87.0,0,0,5,Pass,0,0.4541090671139391,58.0,30.0,4.0
331358,11,9.090909090909092,100.0,1,45.90909090909091,14.241134693393356,20.0,80.0,0,0,6,Withdrawn,0,0.3102029271586034,60.0,50.0,11.0
332789,12,8.333333333333334,100.0,1,53.333333333333336,16.21384867602041,20.0,72.0,0,0,5,Pass,0,0.30400965697520166,52.0,50.0,12.0
333059,3,10.0,30.0,1,65.66666666666667,25.249862485874168,40.0,100.0,0,0,5,Pass,0,0.3845156665181498,60.0,15.0,3.0
333323,2,12.5,25.0,1,41.0,3.0,38.0,44.0,0,0,5,Pass,0,0.07317072992266513,6.0,12.5,2.0
334259,11,9.090909090909092,100.0,1,77.27272727272727,18.13129343573956,56.0,100.0,0,0,2,Fail,0,0.2346402649554027,44.0,50.0,11.0
334333,6,30.0,180.0,1,52.16666666666666,6.542595475463508,43.0,62.0,0,0,1,Withdrawn,0,0.12541716325967436,19.0,90.0,6.0
335764,10,8.2,82.0,1,76.8,13.113351974228404,60.0,100.0,0,0,8,Withdrawn,0,0.17074676827450047,40.0,41.0,10.0
336207,13,7.846153846153846,102.0,2,86.46153846153847,8.889192959953673,69.0,98.0,0,0,5,Pass,0,0.1028109494153518,29.0,34.0,13.0
339972,11,20.227272727272727,222.5,2,84.9090909090909,14.908536575060522,50.0,100.0,0,0,5,Pass,0,0.1755823344692292,50.0,74.16666666666667,11.0
341872,9,0.0,0.0,1,85.11111111111111,11.029701763314108,69.0,100.0,0,0,5,Fail,0,0.12959179465208984,31.0,0.0,9.0
342007,6,7.333333333333333,44.0,1,84.83333333333333,11.894209608974538,67.0,100.0,0,0,6,Withdrawn,0,0.14020679138036637,33.0,22.0,6.0
342514,14,7.928571428571429,111.0,2,76.64285714285714,17.609279789187223,20.0,100.0,0,0,5,Pass,0,0.2297576084175346,80.0,37.0,14.0
342972,6,30.0,180.0,1,87.66666666666667,3.4480268109295324,84.0,95.0,0,0,5,Pass,0,0.039331103858537206,11.0,90.0,6.0
343446,12,8.333333333333334,100.0,1,81.08333333333333,7.22793577417201,70.0,97.0,0,0,5,Pass,0,0.08914206394692636,27.0,50.0,12.0
344282,3,13.333333333333334,40.0,1,87.33333333333333,2.4944382578492927,84.0,90.0,0,0,5,Fail,0,0.028562269800996447,6.0,20.0,3.0
345068,9,9.0,81.0,1,46.22222222222222,24.421201070553327,5.0,80.0,0,0,5,Pass,0,0.528343280961275,75.0,40.5,9.0
345357,6,30.0,180.0,1,80.33333333333333,5.734883511361749,72.0,87.0,0,0,5,Distinction,0,0.07138859053908497,15.0,90.0,6.0
346025,7,28.571428571428573,200.0,1,85.42857142857143,14.859889855938109,53.0,100.0,0,0,5,Pass,0,0.1739451969464053,47.0,100.0,7.0
350188,7,28.571428571428573,200.0,1,61.71428571428572,17.701608366911472,23.0,75.0,0,0,5,Pass,0,0.2868316124087014,52.0,100.0,7.0
357668,7,28.571428571428573,200.0,1,70.85714285714286,11.43214229928146,57.0,87.0,0,0,3,Fail,0,0.1613407156564218,30.0,100.0,7.0
364177,1,5.0,5.0,1,93.0,0.0,93.0,93.0,0,0,4,Fail,0,0.0,0.0,2.5,1.0
365244,12,8.333333333333334,100.0,1,91.58333333333331,5.073761479962925,82.0,99.0,0,0,5,Pass,0,0.05540048871223771,17.0,50.0,12.0
365642,16,7.625,122.0,2,87.0625,13.263996145581467,50.0,99.0,0,0,5,Pass,0,0.15235027702203807,49.0,40.666666666666664,16.0
366483,7,28.571428571428573,200.0,1,49.71428571428572,14.606400609852866,22.0,70.0,0,0,5,Pass,0,0.2938069029089705,48.0,100.0,7.0
368194,12,15.916666666666666,191.0,1,37.333333333333336,23.14567394184542,0.0,81.0,0,0,5,Pass,0,0.6199733925501436,81.0,95.5,12.0
368824,5,20.0,100.0,1,71.4,2.3323807579381195,68.0,75.0,0,0,5,Fail,0,0.03266639671248912,7.0,50.0,5.0
368963,1,12.5,12.5,1,38.0,0.0,38.0,38.0,0,0,5,Pass,0,0.0,0.0,6.25,1.0
376439,5,8.6,43.0,1,73.0,22.960836221705865,46.0,100.0,0,0,5,Distinction,0,0.31453199872840915,54.0,21.5,5.0
376581,8,0.0,0.0,1,86.875,13.448396744593758,70.0,100.0,0,0,5,Pass,0,0.15480168736451305,30.0,0.0,8.0
380953,5,20.0,100.0,1,63.0,6.228964600958975,52.0,70.0,0,0,5,Pass,0,0.0988724524140718,18.0,50.0,5.0
383254,11,9.090909090909092,100.0,1,87.54545454545455,10.924231916945311,70.0,100.0,0,0,5,Pass,0,0.1247835407204356,30.0,50.0,11.0
386924,10,6.9,69.0,1,81.8,15.561490931141527,63.0,100.0,0,0,5,Pass,0,0.19023827311617672,37.0,34.5,10.0
386952,5,20.0,100.0,1,78.0,3.633180424916991,71.0,81.0,0,0,5,Pass,0,0.04657923561971481,10.0,50.0,5.0
388722,12,8.333333333333334,100.0,1,74.58333333333333,8.450427339621484,59.0,89.0,0,0,5,Pass,0,0.1133018175595933,30.0,50.0,12.0
388885,12,8.333333333333334,100.0,1,70.66666666666667,11.447949840716268,40.0,84.0,0,0,5,Pass,0,0.16199928790637236,44.0,50.0,12.0
390890,1,25.0,25.0,1,0.0,0.0,0.0,0.0,0,0,8,Withdrawn,0,0.0,0.0,12.5,1.0
392756,9,22.22222222222222,200.0,1,90.88888888888889,6.690697429922044,78.0,100.0,0,0,5,Fail,0,0.07361402959263097,22.0,100.0,9.0
392931,14,14.285714285714286,200.0,1,82.07142857142857,14.70405330762472,51.0,100.0,0,0,5,Pass,0,0.1791616569177397,49.0,100.0,14.0
393207,9,15.0,135.0,1,86.55555555555556,8.655263152955753,75.0,98.0,0,0,5,Pass,0,0.09999662063752528,23.0,67.5,9.0
396872,19,9.210526315789474,175.0,1,79.0,6.649099662043685,65.0,90.0,0,0,5,Pass,0,0.084165817441492,25.0,87.5,19.0
398552,7,16.857142857142858,118.0,2,75.28571428571429,17.515008141707543,50.0,99.0,0,0,5,Fail,0,0.23264716387746234,49.0,39.333333333333336,7.0
401869,2,4.5,9.0,1,44.5,5.5,39.0,50.0,0,0,5,Pass,0,0.1235955028405505,11.0,4.5,2.0
402470,9,24.72222222222222,222.5,1,71.88888888888889,17.457532245388112,44.0,90.0,0,0,5,Pass,0,0.2428404760787152,46.0,111.25,9.0
404804,1,12.5,12.5,1,74.0,0.0,74.0,74.0,0,0,5,Pass,0,0.0,0.0,6.25,1.0
405088,5,20.0,100.0,1,45.8,26.63381309538685,5.0,82.0,0,0,5,Pass,0,0.5815242906956891,77.0,50.0,5.0
414117,4,18.75,75.0,1,53.25,12.55736835487436,38.0,72.0,0,0,5,Pass,0,0.23581911960667118,34.0,37.5,4.0
415969,9,9.0,81.0,1,72.22222222222223,16.03314468203483,59.0,100.0,0,0,6,Withdrawn,0,0.2219973848312877,41.0,40.5,9.0
420087,5,20.0,100.0,1,71.0,4.979959839195493,64.0,78.0,0,0,3,Fail,0,0.07014027843739738,14.0,50.0,5.0
429958,2,6.25,12.5,1,78.0,8.0,70.0,86.0,0,0,5,Pass,0,0.1025641012491782,16.0,6.25,2.0
