id_student,kuz_assess_count,kuz_weight_mean,kuz_weight_sum,kuz_modules_nunique,kuz_score_mean,kuz_score_std,kuz_score_min,kuz_score_max,kuz_type_cma,kuz_type_exam,kuz_type_tma,final_result,kuz_duration_days
345357,6,30.0,180.0,1,80.33333333333333,5.734883511361749,72.0,87.0,0,0,5,Distinction,0
346025,7,28.571428571428573,200.0,1,85.42857142857143,14.859889855938109,53.0,100.0,0,0,5,Pass,0
350188,7,28.571428571428573,200.0,1,61.71428571428572,17.701608366911472,23.0,75.0,0,0,5,Pass,0
357668,7,28.571428571428573,200.0,1,70.85714285714286,11.43214229928146,57.0,87.0,0,0,3,Fail,0
364177,1,5.0,5.0,1,93.0,0.0,93.0,93.0,0,0,4,Fail,0
365244,12,8.333333333333334,100.0,1,91.58333333333331,5.073761479962925,82.0,99.0,0,0,5,Pass,0
365642,16,7.625,122.0,2,87.0625,13.263996145581467,50.0,99.0,0,0,5,Pass,0
366483,7,28.571428571428573,200.0,1,49.71428571428572,14.606400609852866,22.0,70.0,0,0,5,Pass,0
368194,12,15.916666666666666,191.0,1,37.333333333333336,23.14567394184542,0.0,81.0,0,0,5,Pass,0
368824,5,20.0,100.0,1,71.4,2.3323807579381195,68.0,75.0,0,0,5,Fail,0
368963,1,12.5,12.5,1,38.0,0.0,38.0,38.0,0,0,5,Pass,0
376439,5,8.6,43.0,1,73.0,22.960836221705865,46.0,100.0,0,0,5,Distinction,0
376581,8,0.0,0.0,1,86.875,13.448396744593758,70.0,100.0,0,0,5,Pass,0
380953,5,20.0,100.0,1,63.0,6.228964600958975,52.0,70.0,0,0,5,Pass,0
383254,11,9.090909090909092,100.0,1,87.54545454545455,10.924231916945311,70.0,100.0,0,0,5,Pass,0
386924,10,6.9,69.0,1,81.8,15.561490931141527,63.0,100.0,0,0,5,Pass,0
386952,5,20.0,100.0,1,78.0,3.633180424916991,71.0,81.0,0,0,5,Pass,0
388722,12,8.333333333333334,100.0,1,74.58333333333333,8.450427339621484,59.0,89.0,0,0,5,Pass,0
388885,12,8.333333333333334,100.0,1,70.66666666666667,11.447949840716268,40.0,84.0,0,0,5,Pass,0
390890,1,25.0,25.0,1,0.0,0.0,0.0,0.0,0,0,8,Withdrawn,0
392756,9,22.22222222222222,200.0,1,90.88888888888889,6.690697429922044,78.0,100.0,0,0,5,Fail,0
392931,14,14.285714285714286,200.0,1,82.07142857142857,14.70405330762472,51.0,100.0,0,0,5,Pass,0
393207,9,15.0,135.0,1,86.55555555555556,8.655263152955753,75.0,98.0,0,0,5,Pass,0
396872,19,9.210526315789474,175.0,1,79.0,6.649099662043685,65.0,90.0,0,0,5,Pass,0
398552,7,16.857142857142858,118.0,2,75.28571428571429,17.515008141707543,50.0,99.0,0,0,5,Fail,0
401869,2,4.5,9.0,1,44.5,5.5,39.0,50.0,0,0,5,Pass,0
402470,9,24.72222222222222,222.5,1,71.88888888888889,17.457532245388112,44.0,90.0,0,0,5,Pass,0
404804,1,12.5,12.5,1,74.0,0.0,74.0,74.0,0,0,5,Pass,0
405088,5,20.0,100.0,1,45.8,26.63381309538685,5.0,82.0,0,0,5,Pass,0
414117,4,18.75,75.0,1,53.25,12.55736835487436,38.0,72.0,0,0,5,Pass,0
415969,9,9.0,81.0,1,72.22222222222223,16.03314468203483,59.0,100.0,0,0,6,Withdrawn,0
420087,5,20.0,100.0,1,71.0,4.979959839195493,64.0,78.0,0,0,3,Fail,0
429958,2,6.25,12.5,1,78.0,8.0,70.0,86.0,0,0,5,Pass,0
441018,4,18.75,75.0,1,74.25,10.96300597464035,63.0,88.0,0,0,5,Pass,0
441888,6,7.333333333333333,44.0,1,67.33333333333333,14.636332266733437,40.0,80.0,0,0,5,Pass,0
442442,12,8.333333333333334,100.0,1,86.75,6.697325336779348,76.0,96.0,0,0,2,Withdrawn,0
444677,11,6.818181818181818,75.0,1,67.36363636363636,8.552221691921263,50.0,81.0,0,0,5,Distinction,0
470588,11,9.090909090909092,100.0,1,76.45454545454545,15.928040662267374,41.0,100.0,0,0,3,Withdrawn,0
489455,10,8.2,82.0,1,74.4,19.566297554724045,40.0,100.0,0,0,5,Pass,0
495284,6,30.0,180.0,1,79.0,7.724420150837647,67.0,87.0,0,0,5,Pass,0
498857,5,20.0,100.0,1,54.2,28.21630734167744,1.0,78.0,0,0,5,Pass,0
508818,5,25.0,125.0,1,70.2,6.764613810115105,60.0,81.0,0,0,5,Pass,0
512460,5,20.0,100.0,1,74.0,5.059644256269407,68.0,80.0,0,0,5,Pass,0
544103,7,28.571428571428573,200.0,1,91.57142857142856,6.32132768281074,80.0,100.0,0,0,5,Pass,0
550383,12,8.333333333333334,100.0,1,82.08333333333333,10.14444292320787,52.0,91.0,0,0,5,Pass,0
564450,5,20.0,100.0,1,76.0,8.508818954473059,61.0,87.0,0,0,5,Fail,0
568601,2,3.0,6.0,1,87.5,12.5,75.0,100.0,0,0,2,Withdrawn,0
572652,5,20.0,100.0,1,73.4,5.0039984012787215,64.0,78.0,0,0,5,Pass,0
580389,12,8.333333333333334,100.0,1,92.83333333333331,6.011562932290481,77.0,100.0,0,0,5,Pass,0
588775,6,16.666666666666668,100.0,1,40.66666666666666,12.931443160847216,18.0,58.0,0,0,5,Pass,0
591774,12,8.333333333333334,100.0,1,67.5,12.065791865158843,43.0,88.0,0,0,5,Pass,0
603861,5,20.0,100.0,1,55.2,27.176460402340847,1.0,71.0,0,0,10,Withdrawn,0
606143,7,28.571428571428573,200.0,1,56.285714285714285,7.496938150515386,40.0,66.0,0,0,2,Fail,0
704156,5,20.0,100.0,1,73.2,3.1874754901018454,68.0,78.0,0,0,5,Pass,0
705379,12,8.333333333333334,100.0,1,89.83333333333333,4.913134324327899,80.0,96.0,0,0,5,Distinction,0
721259,5,20.0,100.0,1,78.6,8.822698000045111,67.0,89.0,0,0,2,Withdrawn,0
749412,4,25.0,100.0,1,66.25,3.491060010942236,63.0,72.0,0,0,5,Pass,0
760729,4,15.0,60.0,1,52.5,9.759610647971568,40.0,67.0,0,0,5,Distinction,0
905042,7,28.571428571428573,200.0,1,64.28571428571429,12.13865473499886,44.0,82.0,0,0,5,Pass,0
949618,1,2.0,2.0,1,40.0,0.0,40.0,40.0,0,0,5,Pass,0
958987,11,9.090909090909092,100.0,1,82.63636363636364,13.39791521959312,60.0,100.0,0,0,5,Pass,0
968578,12,14.166666666666666,170.0,1,57.75,20.48627589387588,19.0,86.0,0,0,5,Pass,0
969076,9,0.0,0.0,1,74.22222222222223,15.725264723281574,59.0,100.0,0,0,4,Withdrawn,0
971027,9,0.0,0.0,1,88.66666666666667,14.636332266733431,60.0,100.0,0,0,5,Pass,0
978739,11,9.090909090909092,100.0,1,83.18181818181819,17.65228896730178,50.0,100.0,0,0,5,Pass,0
1035023,4,6.25,25.0,1,72.0,4.3011626335213125,68.0,79.0,0,0,5,Pass,0
1105478,13,23.07692307692308,300.0,2,86.15384615384616,14.2280662713696,46.0,100.0,0,0,5,Pass,0
1352868,10,8.2,82.0,1,82.1,15.469001260585634,60.0,100.0,0,0,7,Withdrawn,0
1401935,4,6.25,25.0,1,68.25,8.073877630977572,56.0,78.0,0,0,2,Fail,0
1402638,1,2.0,2.0,1,56.0,0.0,56.0,56.0,0,0,5,Pass,0
1414443,1,0.0,0.0,1,100.0,0.0,100.0,100.0,0,0,2,Fail,0
1465690,3,15.833333333333334,47.5,1,83.33333333333333,4.921607686744468,77.0,89.0,0,0,5,Pass,0
1472925,3,24.0,72.0,1,79.33333333333333,11.897712198383164,63.0,91.0,0,0,10,Fail,0
1488959,5,20.0,100.0,1,76.0,5.059644256269408,70.0,85.0,0,0,5,Pass,0
1518989,6,11.666666666666666,70.0,1,62.16666666666666,9.616247824501103,50.0,75.0,0,0,5,Pass,0
1618738,5,20.0,100.0,1,71.6,5.851495535331117,62.0,78.0,0,0,5,Pass,0
1620151,7,8.857142857142858,62.0,1,80.42857142857143,13.232612773610755,64.0,100.0,0,0,2,Fail,0
1626710,5,0.0,0.0,1,86.0,17.146428199482244,65.0,100.0,0,0,5,Distinction,0
1640609,7,28.571428571428573,200.0,1,75.14285714285714,16.234254538110562,42.0,95.0,0,0,5,Pass,0
1686521,5,8.6,43.0,1,64.0,9.69535971483266,50.0,80.0,0,0,1,Withdrawn,0
1729319,7,21.428571428571427,150.0,2,70.85714285714286,20.753165482668432,42.0,96.0,0,0,5,Pass,0
1746134,5,20.0,100.0,1,51.4,3.2619012860600183,47.0,57.0,0,0,5,Pass,0
1758449,11,6.818181818181818,75.0,1,63.09090909090909,16.33431716832301,26.0,88.0,0,0,2,Withdrawn,0
1765788,9,22.22222222222222,200.0,1,78.88888888888889,14.654877416708931,46.0,94.0,0,0,5,Pass,0
1801229,5,20.0,100.0,1,71.6,14.974645237867907,42.0,83.0,0,0,5,Pass,0
1801641,5,20.0,100.0,1,62.6,31.0328857826661,1.0,84.0,0,0,5,Pass,0
1847830,7,28.571428571428573,200.0,1,61.71428571428572,11.080411102665895,36.0,71.0,0,0,5,Pass,0
1860318,10,8.2,82.0,1,84.0,16.619265928433784,40.0,100.0,0,0,5,Pass,0
1889511,3,8.333333333333334,25.0,1,78.33333333333333,13.123346456686347,60.0,90.0,0,0,5,Pass,0
1889577,7,28.571428571428573,200.0,1,52.142857142857146,18.99194243754494,27.0,75.0,0,0,5,Pass,0
1894188,8,0.0,0.0,1,86.375,11.346117177254955,69.0,100.0,0,0,5,Pass,0
1938355,10,9.9,99.0,1,75.1,30.1179348561617,0.0,100.0,0,0,5,Pass,0
1942396,4,13.75,55.0,2,86.5,15.499999999999998,60.0,99.0,0,0,5,Pass,0
1970390,11,6.818181818181818,75.0,1,64.0,10.0,42.0,78.0,0,0,10,Withdrawn,0
1976139,12,8.333333333333334,100.0,1,88.25,5.959935681979576,74.0,97.0,0,0,4,Pass,0
2011876,7,28.571428571428573,200.0,1,45.71428571428572,22.179232794371828,12.0,75.0,0,0,5,Pass,0
2012966,4,15.0,60.0,1,70.0,8.514693182963201,61.0,79.0,0,0,5,Pass,0
2051699,9,0.0,0.0,1,71.55555555555556,26.038907261212493,20.0,100.0,0,0,5,Pass,0
2062879,4,15.0,60.0,1,67.0,1.0,66.0,68.0,0,0,5,Fail,0
2065691,12,8.333333333333334,100.0,1,76.16666666666667,17.11643135183915,24.0,92.0,0,0,3,Withdrawn,0
2073016,1,10.0,10.0,1,43.0,0.0,43.0,43.0,0,0,7,Withdrawn,0
2080474,6,11.666666666666666,70.0,1,72.16666666666667,16.79699047117932,48.0,90.0,0,0,5,Pass,0
2083877,12,8.333333333333334,100.0,1,79.0,10.03327796219494,56.0,91.0,0,0,5,Pass,0
2084066,3,13.333333333333334,40.0,1,83.0,2.8284271247461903,79.0,85.0,0,0,4,Fail,0
2104505,5,7.5,37.5,1,68.0,24.779023386727737,21.0,94.0,0,0,5,Pass,0
2122180,4,25.0,100.0,1,76.5,6.873863542433759,68.0,87.0,0,0,5,Distinction,0
2139353,1,12.5,12.5,1,66.0,0.0,66.0,66.0,0,0,8,Withdrawn,0
2143752,9,0.0,0.0,1,77.22222222222223,14.16394309331329,60.0,100.0,0,0,5,Pass,0
2146792,7,28.571428571428573,200.0,1,67.0,10.474458731327632,47.0,81.0,0,0,5,Pass,0
2153153,4,15.0,60.0,1,64.25,20.29008378494283,38.0,91.0,0,0,5,Pass,0
2155014,4,25.0,100.0,1,66.0,10.839741694339398,52.0,78.0,0,0,5,Pass,0
2164705,14,14.285714285714286,200.0,1,48.0,13.5909633843332,19.0,69.0,0,0,1,Fail,0
