id_student,kuz_assess_count,kuz_weight_mean,kuz_weight_sum,kuz_date_min,kuz_date_max,kuz_modules_nunique,kuz_score_mean,kuz_score_std,kuz_score_min,kuz_score_max,kuz_type_CMA,kuz_type_Exam,kuz_type_TMA,final_result
101781,12,8.333333333333334,100.0,24.0,227.0,1,82.08333333333333,11.280206361390539,63.0,98.0,0,0,5,Pass
102806,11,9.090909090909092,100.0,19.0,208.0,1,76.0909090909091,19.532976989763867,48.0,100.0,0,0,5,Pass
102952,3,24.0,72.0,33.0,117.0,1,60.0,3.559026084010437,57.0,65.0,0,0,5,Pass
104476,12,7.333333333333333,88.0,12.0,124.0,1,69.16666666666667,14.93783414317112,55.0,100.0,0,0,5,Pass
106247,4,15.0,60.0,25.0,123.0,1,75.25,9.65336728815391,63.0,90.0,0,0,3,Withdrawn
106577,7,28.571428571428573,200.0,25.0,261.0,1,49.42857142857143,13.361534801245625,24.0,69.0,0,0,5,Pass
110175,5,20.0,100.0,19.0,215.0,1,77.6,3.9293765408777004,71.0,82.0,0,0,5,Pass
111717,5,20.0,100.0,19.0,215.0,1,66.4,3.878143885933064,60.0,70.0,0,0,3,Pass
113295,2,4.5,9.0,18.0,67.0,1,31.5,1.5,30.0,33.0,0,0,5,Pass
114017,5,25.0,125.0,18.0,214.0,1,53.6,22.132329294495868,21.0,89.0,0,0,5,Pass
114999,2,12.5,25.0,24.0,52.0,1,70.0,10.0,60.0,80.0,0,0,5,Pass
116541,12,8.333333333333334,100.0,24.0,227.0,1,71.33333333333333,15.696779570628136,47.0,92.0,0,0,5,Pass
116692,2,5.5,11.0,18.0,32.0,1,59.5,7.5,52.0,67.0,0,0,5,Pass
118983,9,9.0,81.0,19.0,159.0,1,73.22222222222223,15.984560451870617,55.0,100.0,0,0,5,Pass
123044,12,8.333333333333334,100.0,19.0,236.0,1,92.08333333333333,3.707162736589202,86.0,97.0,0,0,5,Pass
127582,9,23.444444444444443,211.0,18.0,261.0,2,59.22222222222222,30.010286302376674,0.0,93.0,0,0,5,Pass
129955,8,23.875,191.0,18.0,214.0,1,75.25,18.632968094214082,54.0,100.0,0,0,6,Withdrawn
132976,13,23.076923076923077,300.0,18.0,214.0,2,83.76923076923077,8.450342242990436,67.0,94.0,0,0,5,Pass
134143,9,22.22222222222222,200.0,18.0,207.0,1,89.33333333333333,4.760952285695234,83.0,97.0,0,0,5,Distinction
135400,6,12.5,75.0,19.0,236.0,1,77.5,15.392097539538485,60.0,95.0,0,0,7,Withdrawn
137873,13,23.076923076923077,300.0,18.0,207.0,2,80.61538461538461,11.23551006365677,60.0,100.0,0,0,5,Pass
141355,9,0.0,0.0,61.0,222.0,1,71.88888888888889,29.621480360802902,0.0,100.0,0,0,5,Pass
141377,10,8.2,82.0,19.0,208.0,1,88.0,12.157302332343306,72.0,100.0,0,0,6,Withdrawn
142326,9,22.22222222222222,200.0,18.0,214.0,1,93.55555555555556,6.038968107422752,79.0,100.0,0,0,5,Pass
144801,4,6.25,25.0,24.0,227.0,1,87.25,3.2691742076555053,83.0,92.0,0,0,5,Pass
145130,1,10.0,10.0,25.0,25.0,1,35.0,0.0,35.0,35.0,0,0,5,Pass
146188,9,22.22222222222222,200.0,18.0,214.0,1,99.33333333333333,1.247219128924647,96.0,100.0,0,0,5,Fail
147756,5,8.6,43.0,19.0,96.0,1,90.0,8.221921916437786,82.0,100.0,0,0,9,Fail
147793,9,0.0,0.0,61.0,222.0,1,89.22222222222223,12.199979761165162,72.0,100.0,0,0,1,Withdrawn
148993,9,22.22222222222222,200.0,18.0,214.0,1,96.88888888888889,3.7548322774923952,89.0,100.0,0,0,8,Withdrawn
151358,7,28.571428571428573,200.0,25.0,261.0,1,50.142857142857146,21.22955198658277,22.0,92.0,0,0,5,Pass
155550,4,0.0,0.0,61.0,229.0,1,90.5,9.526279441628827,80.0,100.0,0,0,5,Pass
155854,2,11.25,22.5,25.0,53.0,1,56.0,11.0,45.0,67.0,0,0,5,Pass
155984,12,8.333333333333334,100.0,24.0,241.0,1,66.08333333333333,15.435124086172925,38.0,81.0,0,0,7,Withdrawn
157568,5,20.0,100.0,19.0,215.0,1,54.8,5.635601121442148,47.0,64.0,0,0,5,Pass
159954,5,20.0,100.0,19.0,215.0,1,76.0,6.164414002968978,71.0,88.0,0,0,5,Withdrawn
164259,11,9.090909090909092,100.0,19.0,187.0,1,79.27272727272727,24.65061647427876,15.0,100.0,0,0,5,Pass
167906,11,9.090909090909092,100.0,19.0,208.0,1,78.0,15.087622862345269,60.0,100.0,0,0,5,Pass
168936,5,15.0,75.0,19.0,236.0,1,89.6,2.332380757938121,88.0,94.0,0,0,5,Pass
172112,8,0.0,0.0,61.0,229.0,1,80.625,20.832291640623698,55.0,100.0,0,0,5,Pass
172797,2,5.0,10.0,19.0,54.0,1,31.0,30.0,1.0,61.0,0,0,5,Pass
174782,5,20.0,100.0,19.0,215.0,1,54.4,18.347751905887545,30.0,75.0,0,0,5,Pass
175392,5,20.0,100.0,19.0,201.0,1,45.0,22.117866081518805,1.0,59.0,0,0,5,Pass
175932,3,13.333333333333334,40.0,25.0,88.0,1,59.0,4.320493798938574,55.0,65.0,0,0,5,Pass
175991,1,12.5,12.5,19.0,19.0,1,84.0,0.0,84.0,84.0,0,0,5,Fail
180753,4,10.5,42.0,19.0,89.0,1,78.66666666666667,17.15290710702481,58.0,100.0,0,0,5,Pass
181316,7,12.857142857142858,90.0,20.0,111.0,1,76.14285714285714,12.028876820011936,63.0,94.0,0,0,1,Withdrawn
183096,7,28.571428571428573,200.0,20.0,195.0,1,63.714285714285715,12.463825206392707,44.0,83.0,0,0,5,Pass
183947,4,8.75,35.0,20.0,62.0,1,54.5,4.5,50.0,59.0,0,0,5,Pass
184271,12,8.333333333333334,100.0,19.0,222.0,1,91.5,5.377421934967225,83.0,100.0,0,0,5,Pass
185439,6,30.0,180.0,25.0,261.0,1,81.33333333333333,7.156970184527966,67.0,88.0,0,0,1,Fail
186149,3,6.0,18.0,18.0,67.0,1,73.33333333333333,12.684198393626962,56.0,86.0,0,0,5,Pass
187100,7,12.857142857142858,90.0,20.0,111.0,1,84.42857142857143,2.2587697572631287,83.0,88.0,0,0,5,Distinction
188278,9,9.0,81.0,19.0,187.0,1,88.0,11.32352516764202,72.0,100.0,0,0,6,Withdrawn
189879,2,12.5,25.0,24.0,52.0,1,74.0,2.0,72.0,76.0,0,0,5,Pass
192183,10,8.2,82.0,19.0,187.0,1,90.6,11.508257904652634,73.0,100.0,0,0,5,Pass
200860,1,1.0,1.0,54.0,54.0,1,80.0,0.0,80.0,80.0,0,0,5,Pass
202635,3,16.666666666666668,50.0,53.0,123.0,1,49.0,11.045361017187261,35.0,62.0,0,0,3,Withdrawn
205350,2,5.0,10.0,19.0,54.0,1,34.5,33.5,1.0,68.0,0,0,5,Pass
205719,3,8.333333333333334,25.0,19.0,236.0,1,75.66666666666667,2.8674417556808742,72.0,79.0,0,0,3,Fail
227499,3,8.0,24.0,19.0,54.0,1,67.33333333333333,12.119772641798562,51.0,80.0,0,0,5,Distinction
227517,11,9.090909090909092,100.0,19.0,187.0,1,73.9090909090909,16.533462187358897,40.0,100.0,0,0,5,Fail
228082,2,0.0,0.0,61.0,124.0,1,75.0,5.0,70.0,80.0,0,0,5,Pass
228222,4,25.0,100.0,33.0,152.0,1,79.75,14.376630342329875,56.0,93.0,0,0,5,Pass
229179,9,16.444444444444443,148.0,18.0,159.0,2,75.22222222222223,13.838575535058013,43.0,89.0,0,0,5,Pass
229361,1,10.0,10.0,25.0,25.0,1,66.0,0.0,66.0,66.0,0,0,5,Pass
231554,9,25.0,225.0,18.0,214.0,2,87.0,7.512951779723101,76.0,99.0,0,0,4,Pass
235507,12,8.333333333333334,100.0,19.0,222.0,1,87.58333333333333,8.159435574161297,76.0,99.0,0,0,6,Withdrawn
236284,1,12.5,12.5,24.0,24.0,1,54.0,0.0,54.0,54.0,0,0,5,Pass
238007,1,12.5,12.5,24.0,24.0,1,82.0,0.0,82.0,82.0,0,0,5,Pass
240712,1,5.0,5.0,19.0,19.0,1,71.0,0.0,71.0,71.0,0,0,5,Pass
240884,10,5.0,50.0,19.0,222.0,1,83.0,4.472135954999579,73.0,89.0,0,0,5,Pass
241649,11,6.818181818181818,75.0,24.0,227.0,1,67.45454545454545,8.521242294873083,54.0,84.0,0,0,5,Pass
241729,5,5.0,25.0,19.0,222.0,1,70.6,7.031358332498778,64.0,84.0,0,0,5,Fail
242793,11,6.818181818181818,75.0,19.0,222.0,1,84.18181818181819,5.54023599461549,74.0,93.0,0,0,5,Pass
246834,10,9.9,99.0,19.0,208.0,1,81.9,15.319595294915596,62.0,100.0,0,0,5,Pass
248270,5,25.0,125.0,18.0,214.0,1,98.0,2.5298221281347035,94.0,100.0,0,0,5,Pass
255548,5,20.0,100.0,19.0,215.0,1,68.0,9.818350166906862,50.0,79.0,0,0,5,Pass
256815,7,8.857142857142858,62.0,19.0,166.0,1,77.71428571428571,10.538558938004567,64.0,100.0,0,0,5,Pass
258392,4,16.25,65.0,19.0,152.0,1,38.75,21.901769334919038,1.0,54.0,0,0,5,Pass
258894,1,5.0,5.0,12.0,12.0,1,77.0,0.0,77.0,77.0,0,0,5,Pass
260355,5,20.0,100.0,19.0,201.0,1,77.4,11.48216007552586,69.0,100.0,0,0,3,Withdrawn
262011,1,10.0,10.0,25.0,25.0,1,70.0,0.0,70.0,70.0,0,0,5,Pass
262934,1,10.0,10.0,25.0,25.0,1,84.0,0.0,84.0,84.0,0,0,5,Pass
268073,11,9.090909090909092,100.0,19.0,187.0,1,83.0909090909091,12.093984571261755,60.0,100.0,0,0,5,Fail
268733,4,15.0,60.0,25.0,116.0,1,64.5,31.060424980994704,11.0,85.0,0,0,2,Withdrawn
271251,11,6.818181818181818,75.0,24.0,227.0,1,78.45454545454545,9.538092398984729,65.0,90.0,0,0,5,Pass
277880,7,28.571428571428573,200.0,25.0,261.0,1,93.71428571428571,4.890640791035339,85.0,100.0,0,0,6,Withdrawn
279572,9,23.27777777777778,209.5,23.0,261.0,1,71.55555555555556,8.958064164776166,53.0,86.0,0,0,5,Distinction
281022,7,28.571428571428573,200.0,25.0,261.0,1,71.14285714285714,18.596686121292624,49.0,97.0,0,0,5,Pass
281250,7,26.285714285714285,184.0,18.0,200.0,1,68.28571428571429,17.14404757771451,37.0,90.0,0,0,5,Fail
282821,1,12.5,12.5,24.0,24.0,1,86.0,0.0,86.0,86.0,0,0,5,Pass
286488,12,8.333333333333334,100.0,24.0,241.0,1,90.58333333333333,5.251322584729384,76.0,97.0,0,0,5,Pass
287548,11,7.181818181818182,79.0,23.0,170.0,1,82.81818181818181,12.669348708367563,56.0,97.0,0,0,5,Pass
290201,9,0.0,0.0,61.0,222.0,1,80.0,21.90383020792888,40.0,100.0,0,0,5,Pass
290757,5,20.0,100.0,19.0,201.0,1,61.6,26.911707489492375,25.0,100.0,0,0,5,Pass
291334,12,8.333333333333334,100.0,24.0,241.0,1,71.0,7.799572637865059,57.0,84.0,0,0,5,Distinction
294570,12,8.333333333333334,100.0,19.0,236.0,1,80.25,6.59703216100493,67.0,89.0,0,0,5,Pass
294594,13,23.076923076923077,300.0,18.0,207.0,2,72.38461538461539,12.054609469719688,50.0,86.0,0,0,5,Pass
295741,12,8.333333333333334,100.0,19.0,222.0,1,78.66666666666667,8.076027626390477,67.0,94.0,7,0,10,Fail
296332,21,14.285714285714286,300.0,18.0,227.0,2,94.57142857142857,3.2156081935493583,89.0,100.0,0,0,5,Distinction
298696,1,10.0,10.0,25.0,25.0,1,39.0,0.0,39.0,39.0,0,0,5,Pass
300398,12,8.333333333333334,100.0,19.0,222.0,1,76.0,7.713624310270758,59.0,90.0,0,0,5,Pass
302302,9,6.666666666666667,60.0,23.0,170.0,1,71.44444444444444,12.455352362303358,45.0,89.0,0,0,3,Fail
305152,12,8.333333333333334,100.0,19.0,222.0,1,86.58333333333333,8.769818824937156,74.0,100.0,0,0,1,Fail
305386,4,25.0,100.0,33.0,159.0,1,92.75,4.7631397208144115,85.0,98.0,0,0,5,Pass
306107,11,6.818181818181818,75.0,19.0,241.0,1,83.63636363636364,24.71022139363211,7.0,98.0,0,0,5,Pass
306466,12,8.333333333333334,100.0,24.0,241.0,1,63.333333333333336,9.902300518341965,40.0,75.0,0,0,5,Pass
306897,5,20.0,100.0,19.0,215.0,1,68.0,4.427188724235731,62.0,75.0,0,0,5,Pass
307061,5,20.0,100.0,19.0,215.0,1,72.4,0.48989794855663477,72.0,73.0,0,0,5,Pass
307866,16,13.4375,215.0,18.0,240.0,2,51.5625,15.897990242480338,0.0,69.0,0,0,4,Pass
311917,3,8.333333333333334,25.0,20.0,62.0,1,65.0,0.0,65.0,65.0,0,0,5,Pass
312537,12,8.333333333333334,100.0,24.0,227.0,1,84.75,4.985395337048675,76.0,94.0,0,0,5,Distinction
312782,9,22.22222222222222,200.0,18.0,207.0,1,93.55555555555556,3.4676636742949407,88.0,98.0,0,0,5,Pass
318933,7,11.142857142857142,78.0,18.0,214.0,1,83.71428571428571,22.384396898058164,35.0,100.0,0,0,5,Pass
319047,6,30.0,180.0,25.0,241.0,1,58.5,21.132518385969366,24.0,80.0,0,0,5,Pass
321942,1,5.0,5.0,20.0,20.0,1,55.0,0.0,55.0,55.0,0,0,5,Pass
324002,5,20.0,100.0,19.0,215.0,1,64.8,5.635601121442148,56.0,73.0,0,0,5,Pass
324084,4,25.0,100.0,33.0,166.0,1,70.5,13.162446581088185,58.0,91.0,0,0,5,Pass
324282,4,15.0,60.0,25.0,123.0,1,49.25,22.364872009470567,29.0,87.0,0,0,5,Pass
331358,11,9.090909090909092,100.0,19.0,208.0,1,45.90909090909091,14.241134693393356,20.0,80.0,0,0,6,Withdrawn
332789,12,8.333333333333334,100.0,24.0,241.0,1,53.333333333333336,16.21384867602041,20.0,72.0,0,0,5,Pass
333059,3,10.0,30.0,19.0,110.0,1,65.66666666666667,25.249862485874168,40.0,100.0,0,0,5,Pass
333323,2,12.5,25.0,19.0,47.0,1,41.0,3.0,38.0,44.0,0,0,5,Pass
334259,11,9.090909090909092,100.0,19.0,208.0,1,77.27272727272727,18.13129343573956,56.0,100.0,0,0,2,Fail
334333,6,30.0,180.0,25.0,261.0,1,52.166666666666664,6.542595475463508,43.0,62.0,0,0,1,Withdrawn
335764,10,8.2,82.0,19.0,208.0,1,76.8,13.113351974228404,60.0,100.0,0,0,8,Withdrawn
336207,13,7.846153846153846,102.0,18.0,227.0,2,86.46153846153847,8.889192959953673,69.0,98.0,0,0,5,Pass
339972,11,20.227272727272727,222.5,18.0,207.0,2,84.9090909090909,14.908536575060522,50.0,100.0,0,0,5,Pass
341872,9,0.0,0.0,61.0,222.0,1,85.11111111111111,11.029701763314108,69.0,100.0,0,0,5,Fail
342007,6,7.333333333333333,44.0,12.0,117.0,1,84.83333333333333,11.894209608974538,67.0,100.0,0,0,6,Withdrawn
342514,14,7.928571428571429,111.0,18.0,222.0,2,76.64285714285714,17.609279789187223,20.0,100.0,0,0,5,Pass
342972,6,30.0,180.0,25.0,241.0,1,87.66666666666667,3.4480268109295324,84.0,95.0,0,0,5,Pass
343446,12,8.333333333333334,100.0,19.0,236.0,1,81.08333333333333,7.22793577417201,70.0,97.0,0,0,5,Pass
344282,3,13.333333333333334,40.0,25.0,88.0,1,87.33333333333333,2.4944382578492927,84.0,90.0,0,0,5,Fail
345068,9,9.0,81.0,19.0,187.0,1,46.22222222222222,24.421201070553327,5.0,80.0,0,0,5,Pass
345357,6,30.0,180.0,25.0,241.0,1,80.33333333333333,5.734883511361749,72.0,87.0,0,0,5,Distinction
346025,7,28.571428571428573,200.0,20.0,195.0,1,85.42857142857143,14.859889855938107,53.0,100.0,0,0,5,Pass
350188,7,28.571428571428573,200.0,20.0,195.0,1,61.714285714285715,17.701608366911472,23.0,75.0,0,0,5,Pass
357668,7,28.571428571428573,200.0,25.0,261.0,1,70.85714285714286,11.43214229928146,57.0,87.0,0,0,3,Fail
364177,1,5.0,5.0,19.0,19.0,1,93.0,0.0,93.0,93.0,0,0,4,Fail
365244,12,8.333333333333334,100.0,19.0,236.0,1,91.58333333333333,5.073761479962925,82.0,99.0,0,0,5,Pass
365642,16,7.625,122.0,18.0,236.0,2,87.0625,13.263996145581467,50.0,99.0,0,0,5,Pass
366483,7,28.571428571428573,200.0,20.0,195.0,1,49.714285714285715,14.606400609852866,22.0,70.0,0,0,5,Pass
368194,12,15.916666666666666,191.0,23.0,240.0,1,37.333333333333336,23.14567394184542,0.0,81.0,0,0,5,Pass
368824,5,20.0,100.0,19.0,215.0,1,71.4,2.3323807579381195,68.0,75.0,0,0,5,Fail
368963,1,12.5,12.5,24.0,24.0,1,38.0,0.0,38.0,38.0,0,0,5,Pass
376439,5,8.6,43.0,12.0,82.0,1,73.0,22.960836221705865,46.0,100.0,0,0,5,Distinction
376581,8,0.0,0.0,61.0,229.0,1,86.875,13.448396744593758,70.0,100.0,0,0,5,Pass
380953,5,20.0,100.0,19.0,215.0,1,63.0,6.2289646009589745,52.0,70.0,0,0,5,Pass
383254,11,9.090909090909092,100.0,19.0,208.0,1,87.54545454545455,10.924231916945311,70.0,100.0,0,0,5,Pass
386924,10,6.9,69.0,19.0,166.0,1,81.8,15.561490931141527,63.0,100.0,0,0,5,Pass
386952,5,20.0,100.0,19.0,215.0,1,78.0,3.633180424916991,71.0,81.0,0,0,5,Pass
388722,12,8.333333333333334,100.0,24.0,227.0,1,74.58333333333333,8.450427339621484,59.0,89.0,0,0,5,Pass
388885,12,8.333333333333334,100.0,19.0,236.0,1,70.66666666666667,11.447949840716268,40.0,84.0,0,0,5,Pass
390890,1,25.0,25.0,89.0,89.0,1,0.0,0.0,0.0,0.0,0,0,8,Withdrawn
392756,9,22.22222222222222,200.0,18.0,214.0,1,90.88888888888889,6.690697429922044,78.0,100.0,0,0,5,Fail
392931,14,14.285714285714286,200.0,23.0,240.0,1,82.07142857142857,14.704053307624719,51.0,100.0,0,0,5,Pass
393207,9,15.0,135.0,20.0,146.0,1,86.55555555555556,8.655263152955753,75.0,98.0,0,0,5,Pass
396872,19,9.210526315789474,175.0,19.0,227.0,1,79.0,6.649099662043685,65.0,90.0,0,0,5,Pass
398552,7,16.857142857142858,118.0,18.0,159.0,2,75.28571428571429,17.515008141707543,50.0,99.0,0,0,5,Fail
401869,2,4.5,9.0,18.0,67.0,1,44.5,5.5,39.0,50.0,0,0,5,Pass
402470,9,24.72222222222222,222.5,20.0,195.0,1,71.88888888888889,17.457532245388112,44.0,90.0,0,0,5,Pass
404804,1,12.5,12.5,24.0,24.0,1,74.0,0.0,74.0,74.0,0,0,5,Pass
405088,5,20.0,100.0,19.0,173.0,1,45.8,26.63381309538685,5.0,82.0,0,0,5,Pass
414117,4,18.75,75.0,19.0,131.0,1,53.25,12.557368354874361,38.0,72.0,0,0,5,Pass
415969,9,9.0,81.0,19.0,208.0,1,72.22222222222223,16.03314468203483,59.0,100.0,0,0,6,Withdrawn
420087,5,20.0,100.0,19.0,215.0,1,71.0,4.979959839195493,64.0,78.0,0,0,3,Fail
429958,2,6.25,12.5,19.0,236.0,1,78.0,8.0,70.0,86.0,0,0,5,Pass
441018,4,18.75,75.0,19.0,131.0,1,74.25,10.96300597464035,63.0,88.0,0,0,5,Pass
441888,6,7.333333333333333,44.0,12.0,117.0,1,67.33333333333333,14.636332266733435,40.0,80.0,0,0,5,Pass
442442,12,8.333333333333334,100.0,24.0,241.0,1,86.75,6.697325336779348,76.0,96.0,0,0,2,Withdrawn
444677,11,6.818181818181818,75.0,24.0,241.0,1,67.36363636363636,8.552221691921263,50.0,81.0,0,0,5,Distinction
470588,11,9.090909090909092,100.0,19.0,208.0,1,76.45454545454545,15.928040662267374,41.0,100.0,0,0,3,Withdrawn
489455,10,8.2,82.0,19.0,208.0,1,74.4,19.566297554724045,40.0,100.0,0,0,5,Pass
495284,6,30.0,180.0,25.0,261.0,1,79.0,7.724420150837647,67.0,87.0,0,0,5,Pass
498857,5,20.0,100.0,19.0,201.0,1,54.2,28.21630734167744,1.0,78.0,0,0,5,Pass
508818,5,25.0,125.0,18.0,207.0,1,70.2,6.764613810115105,60.0,81.0,0,0,5,Pass
512460,5,20.0,100.0,19.0,215.0,1,74.0,5.059644256269407,68.0,80.0,0,0,5,Pass
544103,7,28.571428571428573,200.0,25.0,261.0,1,91.57142857142857,6.32132768281074,80.0,100.0,0,0,5,Pass
550383,12,8.333333333333334,100.0,19.0,236.0,1,82.08333333333333,10.14444292320787,52.0,91.0,0,0,5,Pass
564450,5,20.0,100.0,19.0,215.0,1,76.0,8.508818954473059,61.0,87.0,0,0,5,Fail
568601,2,3.0,6.0,19.0,54.0,1,87.5,12.5,75.0,100.0,0,0,2,Withdrawn
572652,5,20.0,100.0,19.0,215.0,1,73.4,5.0039984012787215,64.0,78.0,0,0,5,Pass
580389,12,8.333333333333334,100.0,19.0,222.0,1,92.83333333333333,6.011562932290481,77.0,100.0,0,0,5,Pass
588775,6,16.666666666666668,100.0,25.0,200.0,1,40.666666666666664,12.931443160847216,18.0,58.0,0,0,5,Pass
591774,12,8.333333333333334,100.0,19.0,236.0,1,67.5,12.065791865158845,43.0,88.0,0,0,5,Pass
603861,5,20.0,100.0,19.0,201.0,1,55.2,27.176460402340847,1.0,71.0,0,0,10,Withdrawn
606143,7,28.571428571428573,200.0,20.0,195.0,1,56.285714285714285,7.496938150515386,40.0,66.0,0,0,2,Fail
704156,5,20.0,100.0,19.0,215.0,1,73.2,3.1874754901018454,68.0,78.0,0,0,5,Pass
705379,12,8.333333333333334,100.0,24.0,241.0,1,89.83333333333333,4.913134324327899,80.0,96.0,0,0,5,Distinction
721259,5,20.0,100.0,19.0,215.0,1,78.6,8.822698000045111,67.0,89.0,0,0,2,Withdrawn
749412,4,25.0,100.0,54.0,201.0,1,66.25,3.4910600109422356,63.0,72.0,0,0,5,Pass
760729,4,15.0,60.0,25.0,123.0,1,52.5,9.759610647971567,40.0,67.0,0,0,5,Distinction
905042,7,28.571428571428573,200.0,25.0,261.0,1,64.28571428571429,12.138654734998859,44.0,82.0,0,0,5,Pass
949618,1,2.0,2.0,18.0,18.0,1,40.0,0.0,40.0,40.0,0,0,5,Pass
958987,11,9.090909090909092,100.0,12.0,194.0,1,82.63636363636364,13.39791521959312,60.0,100.0,0,0,5,Pass
968578,12,14.166666666666666,170.0,23.0,240.0,1,57.75,20.486275893875877,19.0,86.0,0,0,5,Pass
969076,9,0.0,0.0,61.0,229.0,1,74.22222222222223,15.725264723281574,59.0,100.0,0,0,4,Withdrawn
971027,9,0.0,0.0,61.0,229.0,1,88.66666666666667,14.636332266733433,60.0,100.0,0,0,5,Pass
978739,11,9.090909090909092,100.0,12.0,194.0,1,83.18181818181819,17.65228896730178,50.0,100.0,0,0,5,Pass
1035023,4,6.25,25.0,19.0,222.0,1,72.0,4.3011626335213125,68.0,79.0,0,0,5,Pass
1105478,13,23.076923076923077,300.0,18.0,214.0,2,86.15384615384616,14.228066271369599,46.0,100.0,0,0,5,Pass
1352868,10,8.2,82.0,12.0,194.0,1,82.1,15.469001260585634,60.0,100.0,0,0,7,Withdrawn
1401935,4,6.25,25.0,18.0,214.0,1,68.25,8.073877630977572,56.0,78.0,0,0,2,Fail
1402638,1,2.0,2.0,18.0,18.0,1,56.0,0.0,56.0,56.0,0,0,5,Pass
1414443,1,0.0,0.0,19.0,19.0,1,100.0,0.0,100.0,100.0,0,0,2,Fail
1465690,3,15.833333333333334,47.5,25.0,116.0,1,83.33333333333333,4.921607686744468,77.0,89.0,0,0,5,Pass
1472925,3,24.0,72.0,33.0,131.0,1,79.33333333333333,11.897712198383163,63.0,91.0,0,0,10,Fail
1488959,5,20.0,100.0,19.0,215.0,1,76.0,5.059644256269408,70.0,85.0,0,0,5,Pass
1518989,6,11.666666666666666,70.0,18.0,151.0,1,62.166666666666664,9.616247824501105,50.0,75.0,0,0,5,Pass
1618738,5,20.0,100.0,19.0,215.0,1,71.6,5.851495535331117,62.0,78.0,0,0,5,Pass
1620151,7,8.857142857142858,62.0,19.0,124.0,1,80.42857142857143,13.232612773610757,64.0,100.0,0,0,2,Fail
1626710,5,0.0,0.0,61.0,229.0,1,86.0,17.146428199482244,65.0,100.0,0,0,5,Distinction
1640609,7,28.571428571428573,200.0,20.0,195.0,1,75.14285714285714,16.234254538110562,42.0,95.0,0,0,5,Pass
1686521,5,8.6,43.0,19.0,96.0,1,64.0,9.695359714832659,50.0,80.0,0,0,1,Withdrawn
1729319,7,21.428571428571427,150.0,24.0,159.0,2,70.85714285714286,20.753165482668432,42.0,96.0,0,0,5,Pass
1746134,5,20.0,100.0,19.0,215.0,1,51.4,3.2619012860600183,47.0,57.0,0,0,5,Pass
1758449,11,6.818181818181818,75.0,19.0,236.0,1,63.09090909090909,16.33431716832301,26.0,88.0,0,0,2,Withdrawn
